INFO:root:5;flag;615.4624633789062,131.50624084472656,657.8624877929688,197.42498779296875;0.78;848,480
INFO:root:5;flag;347.8124694824219,130.18124389648438,369.67498779296875,193.11874389648438;0.44;848,480
INFO:root:5;flag;344.83123779296875,129.2703094482422,373.9812316894531,257.04998779296875;0.42;848,480
INFO:root:10;flag;615.793701171875,132.1687469482422,657.5311889648438,198.41873168945312;0.78;848,480
INFO:root:10;flag;346.8187255859375,130.59530639648438,368.6812438964844,193.4499969482422;0.44;848,480
INFO:root:10;flag;345.1624755859375,130.59530639648438,374.3124694824219,257.7124938964844;0.44;848,480
INFO:root:15;flag;616.7874755859375,133.57655334472656,657.8624877929688,201.06874084472656;0.78;848,480
INFO:root:15;flag;344.1687316894531,131.83749389648438,374.64373779296875,260.6937255859375;0.48;848,480
INFO:root:15;flag;346.48748779296875,131.92030334472656,368.3499755859375,195.43748474121094;0.45;848,480
INFO:root:20;flag;617.449951171875,135.4812469482422,658.5249633789062,202.72499084472656;0.78;848,480
INFO:root:20;flag;347.8124694824219,132.9140625,369.67498779296875,195.76873779296875;0.49;848,480
INFO:root:20;flag;344.4999694824219,132.9140625,374.9749755859375,262.01873779296875;0.43;848,480
INFO:root:20;flag;566.7687377929688,134.40467834472656,593.2687377929688,204.04998779296875;0.3;848,480
INFO:root:25;flag;616.7874755859375,137.1374969482422,659.1874389648438,204.71249389648438;0.78;848,480
INFO:root:25;flag;347.1499938964844,134.73593139648438,369.67498779296875,197.75624084472656;0.52;848,480
INFO:root:25;flag;567.0999755859375,136.14373779296875,594.262451171875,207.69374084472656;0.42;848,480
INFO:root:25;flag;344.4999694824219,134.48748779296875,374.9749755859375,264.6687316894531;0.32;848,480
INFO:root:30;flag;616.7874755859375,137.46875,659.1874389648438,205.04373168945312;0.78;848,480
INFO:root:30;flag;347.1499938964844,135.4812469482422,369.67498779296875,199.08123779296875;0.48;848,480
INFO:root:30;flag;566.7687377929688,136.55780029296875,594.5936889648438,208.02499389648438;0.42;848,480
INFO:root:30;flag;344.4999694824219,135.0671844482422,374.9749755859375,266.3249816894531;0.34;848,480
INFO:root:35;flag;616.7874755859375,136.55780029296875,659.8499755859375,204.71249389648438;0.78;848,480
INFO:root:35;flag;346.8187255859375,134.984375,368.6812438964844,199.24685668945312;0.48;848,480
INFO:root:35;flag;567.0999755859375,135.8125,594.9249877929688,207.36248779296875;0.4;848,480
INFO:root:40;flag;618.1124877929688,134.6531219482422,660.512451171875,202.89060974121094;0.79;848,480
INFO:root:40;flag;343.8374938964844,133.65936279296875,375.6374816894531,265.828125;0.39;848,480
INFO:root:40;flag;567.762451171875,133.8249969482422,595.5874633789062,206.36874389648438;0.3;848,480
INFO:root:45;flag;619.4374389648438,133.16249084472656,660.512451171875,202.06248474121094;0.79;848,480
INFO:root:45;flag;343.8374938964844,132.74842834472656,375.6374816894531,264.6687316894531;0.47;848,480
INFO:root:45;flag;569.0874633789062,132.5,595.5874633789062,206.36874389648438;0.31;848,480
INFO:root:45;flag;346.48748779296875,132.66561889648438,369.67498779296875,196.92811584472656;0.31;848,480
INFO:root:50;flag;620.0999755859375,132.5,661.1749877929688,201.39999389648438;0.79;848,480
INFO:root:50;flag;343.17498779296875,132.33436584472656,374.9749755859375,264.50311279296875;0.44;848,480
INFO:root:50;flag;568.0936889648438,131.7546844482422,595.2562255859375,206.03749084472656;0.32;848,480
INFO:root:55;flag;619.4374389648438,131.50624084472656,660.512451171875,199.74374389648438;0.78;848,480
INFO:root:55;flag;343.17498779296875,131.42343139648438,374.9749755859375,264.0062255859375;0.59;848,480
INFO:root:55;flag;566.4374389648438,130.67811584472656,595.5874633789062,205.54061889648438;0.34;848,480
INFO:root:60;flag;619.106201171875,129.1875,661.5062255859375,199.74374389648438;0.79;848,480
INFO:root:60;flag;342.8437194824219,130.59530639648438,372.6562194824219,264.3374938964844;0.52;848,480
INFO:root:60;flag;567.0999755859375,129.02186584472656,593.5999755859375,206.20310974121094;0.32;848,480
INFO:root:65;flag;619.4374389648438,129.02186584472656,661.8374633789062,199.57810974121094;0.79;848,480
INFO:root:65;flag;342.5124816894531,130.34686279296875,372.3249816894531,264.50311279296875;0.55;848,480
INFO:root:65;flag;567.4312133789062,128.19374084472656,593.9312133789062,206.69998168945312;0.33;848,480
INFO:root:70;flag;620.0999755859375,128.0281219482422,662.4999389648438,199.24685668945312;0.79;848,480
INFO:root:70;flag;342.1812438964844,129.6843719482422,373.3187255859375,264.171875;0.56;848,480
INFO:root:75;flag;621.0936889648438,127.44843292236328,663.4937133789062,199.08123779296875;0.79;848,480
INFO:root:75;flag;342.5124816894531,129.1875,374.3124694824219,264.3374938964844;0.6;848,480
INFO:root:75;flag;569.7499389648438,126.45468139648438,596.2499389648438,203.38748168945312;0.32;848,480
INFO:root:80;flag;621.4249877929688,128.60780334472656,663.824951171875,200.07498168945312;0.79;848,480
INFO:root:80;flag;342.5124816894531,129.6843719482422,373.6499938964844,264.8343505859375;0.58;848,480
INFO:root:80;flag;569.7499389648438,126.70311737060547,597.574951171875,206.86561584472656;0.31;848,480
INFO:root:85;flag;622.418701171875,129.35311889648438,664.1561889648438,201.56561279296875;0.78;848,480
INFO:root:85;flag;341.8499755859375,129.84999084472656,373.6499938964844,265.6624755859375;0.56;848,480
INFO:root:85;flag;570.7437133789062,128.27655029296875,597.9061889648438,209.01873779296875;0.34;848,480
INFO:root:90;flag;622.7499389648438,129.84999084472656,663.824951171875,202.06248474121094;0.79;848,480
INFO:root:90;flag;341.1874694824219,129.76718139648438,372.98748779296875,265.6624755859375;0.5;848,480
INFO:root:90;flag;571.074951171875,128.60780334472656,597.574951171875,208.68748474121094;0.34;848,480
INFO:root:95;flag;622.0874633789062,130.015625,664.4874877929688,203.22186279296875;0.79;848,480
INFO:root:95;flag;570.7437133789062,128.93905639648438,597.9061889648438,208.35623168945312;0.31;848,480
INFO:root:95;flag;342.1812438964844,128.52499389648438,371.33123779296875,265.33123779296875;0.31;848,480
INFO:root:100;flag;620.762451171875,130.84375,664.4874877929688,204.04998779296875;0.8;848,480
INFO:root:100;flag;339.1999816894531,129.51873779296875,373.6499938964844,267.9812316894531;0.4;848,480
INFO:root:100;flag;570.7437133789062,129.35311889648438,597.9061889648438,208.85311889648438;0.31;848,480
INFO:root:105;flag;619.4374389648438,132.5,664.4874877929688,205.04373168945312;0.81;848,480
INFO:root:110;flag;622.7499389648438,134.07342529296875,663.824951171875,204.38124084472656;0.79;848,480
INFO:root:375;flag;347.8124694824219,241.64686584472656,376.9624938964844,287.69061279296875;0.69;848,480
INFO:root:380;flag;558.4874877929688,170.92498779296875,607.512451171875,248.10623168945312;0.76;848,480
INFO:root:380;flag;362.3874816894531,242.14373779296875,381.5999755859375,287.5249938964844;0.47;848,480
INFO:root:385;flag;361.0624694824219,244.46249389648438,392.1999816894531,287.5249938964844;0.69;848,480
INFO:root:390;flag;573.0624389648438,172.58123779296875,644.6124877929688,254.73123168945312;0.84;848,480
INFO:root:395;flag;571.7374877929688,172.91249084472656,679.0624389648438,250.75624084472656;0.87;848,480
INFO:root:400;flag;569.7499389648438,174.56874084472656,687.6749877929688,243.13748168945312;0.83;848,480
INFO:root:400;flag;363.7124938964844,246.44998168945312,382.2624816894531,300.11248779296875;0.45;848,480
INFO:root:405;flag;570.4124755859375,173.90623474121094,674.4249877929688,243.13748168945312;0.83;848,480
